url,university_code,university_name
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kinh-te-nghe-an/,NACE,Đại học Kinh Tế Nghệ An
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kinh-te-quoc-dan/,NEU,Đại Học Kinh Tế Quốc Dân
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kinh-te-tphcm/,UEH,Đại Học Kinh Tế TPHCM
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kinh-te-quan-tri-kinh-doanh-dai-hoc-thai-nguyen/,TUEBA,Đại Học Kinh Tế  & Quản Trị Kinh Doanh – Đại Học Thái Nguyên
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-ky-thuat-cong-nghe-can-tho/,CTUT,Đại học Kỹ Thuật Công Nghệ Cần Thơ
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-ky-thuat-cong-nghiep-dai-hoc-thai-nguyen/,TNUT,Đại Học Kỹ Thuật Công Nghiệp – Đại Học Thái Nguyên
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-ky-thuat-y-duoc-da-nang/,DNUMTP,Đại học Kỹ thuật Y Dược Đà Nẵng
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-ky-thuat-y-te-hai-duong/,HMTU,Đại Học Kỹ Thuật Y Tế Hải Dương
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-lac-hong/,LHU,Đại Học Lạc Hồng
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-lam-nghiep-co-so-1/,VNUF,Đại Học Lâm Nghiệp ( Cơ sở 1 )
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-lam-nghiep-co-so-2-phan-hieu-dong-nai/,VNUF,Đại Học Lâm Nghiệp ( Cơ sở 2 ) - Phân hiệu Đồng Nai
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-lam-nghiep-co-so-3-phan-hieu-gia-lai/,VNUF3,Đại Học Lâm Nghiệp ( Cơ sở 3 )  -Phân hiệu Gia Lai
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-lao-dong-xa-hoi-co-so-ha-noi/,ULSA,Đại Học Lao Động – Xã Hội (Cơ sở Hà Nội)
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-lao-dong-xa-hoi-co-so-phia-nam/,ULSA2,Đại Học Lao Động – Xã Hội (Cơ sở phía Nam)
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-lao-dong-xa-hoi-co-so-son-tay/,ULSA,Đại Học Lao Động – Xã Hội (Cơ sở Sơn Tây)
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-luat-dai-hoc-quoc-gia-ha-noi/,VNU - UL,Đại Học Luật – Đại Học Quốc Gia Hà Nội
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-luat-ha-noi/,HLU,Đại Học Luật Hà Nội
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-luat-tphcm/,HCMUL,Đại Học Luật TPHCM
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-luong-the-vinh/,LTVU,Đại Học Lương Thế Vinh
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-mo-dia-chat/,HUMG,Đại Học Mỏ Địa Chất
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-mo-tphcm/,OU,Đại Học Mở TPHCM
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-my-thuat-cong-nghiep/,UIFA,Đại Học Mỹ Thuật Công Nghiệp
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-my-thuat-cong-nghiep-a-chau/,AUAD,Đại Học Mỹ Thuật Công Nghiệp Á Châu
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-my-thuat-tphcm/,HCMUFA,Đại Học Mỹ Thuật TPHCM
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-my-thuat-viet-nam/,VUFA,Đại Học Mỹ Thuật Việt Nam
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-nam-can-tho/,NCTU,Đại học Nam Cần Thơ
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-ngan-hang-tphcm/,HUB,Đại Học Ngân Hàng TPHCM
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-nghe-thuat-dai-hoc-hue/,HU-CA,Đại Học Nghệ Thuật – Đại Học Huế
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-cong-binh-he-dan-su-dai-hoc-ngo-quyen/,NQU,Đại học Ngô Quyền
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-cong-binh-he-quan-su-dai-hoc-ngo-quyen/,NQU,Đại học Ngô Quyền
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-ngoai-ngu-dai-hoc-da-nang/,UFLS,Đại Học Ngoại Ngữ – Đại Học Đà Nẵng
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-ngoai-ngu-dai-hoc-hue/,UFL-HU,Đại Học Ngoại Ngữ – Đại Học Huế
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-ngoai-ngu-dai-hoc-quoc-gia-ha-noi/,ULIS,Đại Học Ngoại Ngữ – Đại Học Quốc Gia Hà Nội
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-ngoai-ngu-tin-hoc-tphcm/,HUFLIT,Đại Học Ngoại Ngữ – Tin Học TPHCM
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-ngoai-thuong-co-so-phia-bac/,FTU,Đại Học Ngoại Thương (Cơ sở phía Bắc)
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-ngoai-thuong-phia-nam/,FTU2,Đại Học Ngoại Thương (phía Nam)
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-nguyen-hue/,NHU,Đại học Nguyễn Huệ
https://huongnghiep.hocmai.vn/diem-truong/truong-si-quan-luc-quan-2-dai-hoc-nguyen-hue/,NHU,Đại học Nguyễn Huệ
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-nguyen-tat-thanh/,NTTU,Đại Học Nguyễn Tất Thành
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-nguyen-trai/,NTU,Đại Học Nguyễn Trãi
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-nha-trang/,NTU,Đại Học Nha Trang
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-noi-vu/,HUHA,Đại Học Nội Vụ
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-nong-lam-dai-hoc-hue/,HUAF,Đại Học Nông Lâm – Đại Học Huế
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-nong-lam-dai-hoc-thai-nguyen/,TUAF,Đại Học Nông Lâm – Đại Học Thái Nguyên
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-nong-lam-bac-giang/,BAFU,Đại học Nông Lâm Bắc Giang
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-nong-lam-tphcm/,NLU,Đại Học Nông Lâm TPHCM
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-pham-van-dong/,PDU,Đại Học Phạm Văn Đồng
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-phan-chau-trinh/,PCTU,Đại Học Phan Châu Trinh
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-phan-thiet/,UPT,Đại Học Phan Thiết
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-phenikaa/,TTUH,Đại Học Phenikaa
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-phong-chay-chua-chay-he-dan-su-phia-bac/,PCCC,Đại Học Phòng Cháy Chữa Cháy ( Hệ Dân sự Phía Bắc )
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-phong-chay-chua-chay-he-dan-su-phia-nam/,PCCC,Đại Học Phòng Cháy Chữa Cháy (Hệ Dân sự Phía Nam)
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-phong-chay-chua-chay-phia-bac/,PCCC,Đại Học Phòng Cháy Chữa Cháy (Phía Bắc)
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-phong-chay-chua-chay-phia-nam/,PCCC,Đại Học Phòng Cháy Chữa Cháy (phía Nam)
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-phu-yen/,PYU,Đại Học Phú Yên
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-quan-ly-va-cong-nghe-tphcm/,UMT,Đại học Quản lý và Công nghệ TPHCM
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-quang-binh/,QBU,Đại Học Quảng Bình
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-quang-nam/,QNU,Đại Học Quảng Nam
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-quang-trung/,QTU,Đại Học Quang Trung
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-duoc-dai-hoc-quoc-gia-ha-noi/,VNU - SMP,Đại học Quốc Gia Hà Nội
https://huongnghiep.hocmai.vn/diem-truong/truong-quan-tri-va-kinh-doanh-dai-hoc-quoc-gia-ha-noi/,HSB,Đại học Quốc gia Hà Nội
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-giao-duc-dai-hoc-quoc-gia-ha-noi/,VNU - UED,Đại học Quốc Gia Hà Nội
https://huongnghiep.hocmai.vn/diem-truong/khoa-y-dai-hoc-quoc-gia-tphcm/,SM,Đại học Quốc Gia TPHCM
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-quoc-te-dai-hoc-quoc-gia-tphcm/,HCMIU,Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-quoc-te-bac-ha/,BHIU,Đại Học Quốc Tế Bắc Hà
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-quoc-te-hong-bang/,HIU,Đại Học Quốc Tế Hồng Bàng
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-quoc-te-mien-dong/,EIU,Đại Học Quốc Tế Miền Đông
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-quoc-te-rmit-viet-nam/,RMIT,Đại Học Quốc Tế RMIT Việt Nam
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-quoc-te-sai-gon/,SIU,Đại Học Quốc Tế Sài Gòn
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-quy-nhon/,QNU,Đại Học Quy Nhơn
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-rang-ham-mat/,VNU-USSH,Đại Học Răng – Hàm – Mặt
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-sai-gon/,SGU,Đại Học Sài Gòn
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-san-khau-dien-anh/,MSU,Đại Học Sân Khấu Điện Ảnh
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-san-khau-dien-anh-tphcm/,MSU,"Đại Học Sân Khấu, Điện Ảnh TPHCM"
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-sao-do/,SDU,Đại học Sao Đỏ
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-dai-hoc-da-nang/,UED,Đại Học Sư Phạm – Đại Học Đà Nẵng
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-dai-hoc-hue/,HUCE,Đại Học Sư Phạm – Đại Học Huế
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-ha-noi/,HNUE,Đại Học Sư Phạm Hà Nội
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-ha-noi-2/,HNUE,Đại Học Sư Phạm Hà Nội 2
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-ky-thuat-hung-yen/,UTEHY,Đại Học Sư Phạm Kỹ Thuật Hưng Yên
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-ky-thuat-nam-dinh/,NUTE,Đại Học Sư Phạm Kỹ Thuật Nam Định
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-ky-thuat-tphcm/,HCMUTE,Đại Học Sư Phạm Kỹ Thuật TPHCM
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-ky-thuat-vinh/,VUTE,Đại Học Sư Phạm Kỹ Thuật Vinh
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-ky-thuat-vinh-long/,VLUTE,Đại Học Sư Phạm Kỹ Thuật Vĩnh Long
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-nghe-thuat-trung-uong/,NUAE,Đại Học Sư Phạm Nghệ Thuật Trung Ương
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-the-duc-the-thao-ha-noi/,HUPES,Đại Học Sư Phạm Thể Dục Thể Thao Hà Nội
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-the-ducthe-thao-tphcm/,UPES,Đại Học Sư Phạm Thể DụcThể Thao TPHCM
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-tphcm/,HCMUE,Đại Học Sư Phạm TPHCM
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-tai-chinh-quan-tri-kinh-doanh/,UFBA,Đại học Tài Chính – Quản Trị Kinh Doanh
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-tai-chinh-ke-toan/,UFA,Đại học Tài Chính Kế Toán
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-tai-chinh-marketing/,UFM,Đại Học Tài Chính Marketing
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-tai-chinh-ngan-hang-ha-noi/,FBU,Đại Học Tài Chính Ngân Hàng Hà Nội
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-tai-nguyen-va-moi-truong-ha-noi/,HUNRE,Đại học Tài Nguyên và Môi Trường Hà Nội
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-tan-trao/,TTU,Đại học Tân Trào
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-tay-bac/,UTB,Đại Học Tây Bắc
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-tay-do/,TDU,Đại Học Tây Đô
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-tay-nguyen/,TNU,Đại Học Tây Nguyên
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-thai-binh/,TBU,Đại Học Thái Bình
