Mã nhóm ngành,Nhóm ngành,Mã phân ngành,Phân ngành,Mã xét tuyển,Tên Ngành
758,Kiến trúc và xây dựng,75802,Xây dựng,7580201_04,Kỹ thuật xây dựng
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480101_CLCA,Kỹ thuật xây dựng
758,Kiến trúc và xây dựng,75802,Xây dựng,FA7580201,Kỹ thuật xây dựng
758,Kiến trúc và xây dựng,75802,Xây dựng,7580201_03,Kỹ thuật xây dựng
751,Công nghệ kỹ thuật,75101,Công nghệ kỹ thuật kiến trúc và công trình xây dựng,7510103,Kỹ thuật xây dựng
751,Công nghệ kỹ thuật,75101,Công nghệ kỹ thuật kiến trúc và công trình xây dựng,7510106D,Kỹ thuật xây dựng
758,Kiến trúc và xây dựng,75802,Xây dựng,TLA201,Kỹ thuật xây dựng
758,Kiến trúc và xây dựng,75802,Xây dựng,446,Kỹ thuật xây dựng
758,Kiến trúc và xây dựng,75802,Xây dựng,CN8,Kỹ thuật xây dựng
758,Kiến trúc và xây dựng,75802,Xây dựng,TLA101,Kỹ thuật xây dựng
758,Kiến trúc và xây dựng,75802,Xây dựng,75802013,Kỹ thuật xây dựng
758,Kiến trúc và xây dựng,75802,Xây dựng,K7580201,Kỹ thuật xây dựng
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480101,Kỹ thuật xây dựng
748,Máy tính và công nghệ thông tin,74801,Máy tính,206,Kỹ thuật xây dựng
758,Kiến trúc và xây dựng,75802,Xây dựng,445,Kỹ thuật xây dựng
758,Kiến trúc và xây dựng,75802,Xây dựng,XDA27,Kỹ thuật xây dựng
758,Kiến trúc và xây dựng,75802,Xây dựng,TLA104,Kỹ thuật xây dựng
758,Kiến trúc và xây dựng,75802,Xây dựng,7580202_01,Kỹ thuật xây dựng
772,Sức khỏe,77206,Kỹ thuật Y học,7420201-3,Kỹ thuật xét nghiệm y học
772,Sức khỏe,77206,Kỹ thuật Y học,7720601TQ,Kỹ thuật xét nghiệm y học
772,Sức khỏe,77206,Kỹ thuật Y học,7420201_CLC,Kỹ thuật xét nghiệm y học
772,Sức khỏe,77206,Kỹ thuật Y học,MTT1,Kỹ thuật xét nghiệm y học
772,Sức khỏe,77206,Kỹ thuật Y học,7720601,Kỹ thuật xét nghiệm y học
772,Sức khỏe,77206,Kỹ thuật Y học,7720601TP,Kỹ thuật xét nghiệm y học
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",ET-E5,Kỹ thuật y sinh
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",ET-E5y,Kỹ thuật y sinh
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",ET2y,Kỹ thuật y sinh
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520212D,Kỹ thuật y sinh
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",ET2,Kỹ thuật y sinh
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520212,Kỹ thuật y sinh
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",EEE2,Kỹ thuật y sinh
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,242,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,D122,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,TE1,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,7520103D122,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,75201301,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,752013002H,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,VEE2,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,GSA-02,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,GHA-15,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,142,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,752013003H,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,752013001H,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,7520130,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,TE1y,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,VEE1,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,TE-E2,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,752013002,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,TE-E2y,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,752013001,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,TLA123,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,75201302,Kỹ thuật ô tô
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,752013003,Kỹ thuật ô tô
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",EE2,Kỹ thuật Điều khiển - Tự động hóa
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520216,Kỹ thuật Điều khiển - Tự động hóa
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",EE-E8,Kỹ thuật Điều khiển - Tự động hóa
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",EE-E8y,Kỹ thuật Điều khiển - Tự động hóa
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",108,Kỹ thuật Điện; Kỹ thuật Điện tử - Viễn thông; Kỹ thuật Điều khiển và tự động hóa; (Nhóm ngành)
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",108,Kỹ thuật Điện;Kỹ thuật Điện tử - Viễn thông;Kỹ thuật Điều khiển và tự động hóa;(Nhóm ngành)
752,Kỹ thuật,75205,"Kỹ thuật địa chất, địa vật lý và trắc địa",120,Kỹ thuật Địa chất; Kỹ thuật Dầu khí; (Nhóm ngành)
752,Kỹ thuật,75205,"Kỹ thuật địa chất, địa vật lý và trắc địa",120,Kỹ thuật Địa chất;Kỹ thuật Dầu khí;(Nhóm ngành)
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520201,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",EEE1,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",TLA121,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520216,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520216CLC,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",GSA-05,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520226,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",GHA-14,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520216H,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520216C,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",CN11,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",GHA-22,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",GHA-27,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",GHA-19,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",GHA-17,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",FA7520216,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",GHA-04,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",GHA-18,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",GHA-01,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",F7520216,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",HVN04,Kỹ thuật điều khiển và tự động hoá
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",EEE-A1,Kỹ thuật điều khiển và tự động hoá
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510301,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",GHA-16,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",GHA-21,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",TLA112,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520201E,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",752020102H,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520201CLC,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",F7520201,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520201,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",HVN04,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",EE1y,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",408,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520201C,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",75202012,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7905228,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",EE1,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",GSA-03,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",448,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",75202011,Kỹ thuật điện
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,7520115CLC,Kỹ thuật điện
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520207_CLC,Kỹ thuật điện tử - viễn thông
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",ET1y,Kỹ thuật điện tử - viễn thông
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520207CLC,Kỹ thuật điện tử - viễn thông
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520207_WE,Kỹ thuật điện tử - viễn thông
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520207_UN,Kỹ thuật điện tử - viễn thông
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520207H,Kỹ thuật điện tử - viễn thông
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520207_SB,Kỹ thuật điện tử - viễn thông
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",TLA124,Kỹ thuật điện tử - viễn thông
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",GHA-20,Kỹ thuật điện tử - viễn thông
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520207,Kỹ thuật điện tử - viễn thông
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520207VM,Kỹ thuật điện tử - viễn thông
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",ET-E4,Kỹ thuật điện tử - viễn thông
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",EEE3,Kỹ thuật điện tử - viễn thông
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",F7520207,Kỹ thuật điện tử - viễn thông
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",GSA-04,Kỹ thuật điện tử - viễn thông
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",ET1,Kỹ thuật điện tử - viễn thông
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,7520119,Kỹ thuật điện tử truyền thông
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520207_LK,Kỹ thuật điện tử truyền thông
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",QHT94,Kỹ thuật điện tử và tin học
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520208,Kỹ thuật điện và công nghệ thông tin
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520202QT,"Kỹ thuật điện, điện tử"
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",7510301,"Kỹ thuật điện, điện tử"
751,Công nghệ kỹ thuật,75103,"Công nghệ kỹ thuật điện, điện tử và viễn thông",K7520201,"Kỹ thuật điện, điện tử"
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520202QS,"Kỹ thuật điện, điện tử"
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",208,"Kỹ thuật điện, điện tử"
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",7520202QK,"Kỹ thuật điện, điện tử"
752,Kỹ thuật,75205,"Kỹ thuật địa chất, địa vật lý và trắc địa",QHT19,Kỹ thuật địa chất
752,Kỹ thuật,75205,"Kỹ thuật địa chất, địa vật lý và trắc địa",7520501,Kỹ thuật địa chất
744,Khoa học tự nhiên,74402,Khoa học trái đất,7440201,Kỹ thuật địa chất
752,Kỹ thuật,75205,"Kỹ thuật địa chất, địa vật lý và trắc địa",7520502,Kỹ thuật địa vật lý
732,Báo chí và thông tin,73202,Thông tin - Thư viện,7320201LT,Liên thông Thư viện
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,EM-E14y,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,GTADCLG1,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,GTADCLG2,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,751060502H,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,7510605TN,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,XDA26,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,7510605NT,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,GTADCLH2,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,751060501E,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,7510605D,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,7510605VP,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,75106051,Logistics và Quản lý chuỗi cung ứng
784,Dịch vụ vận tải,78401,Khai thác vận tải,7840104D407,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,7510605,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,751065,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,75106052,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,TLS407,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,228,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,TLA407,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,HVN21,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,TM06,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,EM-E14,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,GTADCLG221,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,D407,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,GTADCLG121,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,GTADCLH221,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,FBE7,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,EP14,Logistics và Quản lý chuỗi cung ứng
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,GTADCVL2,Logistics và vận tải đa phương thức (TN)
784,Dịch vụ vận tải,78401,Khai thác vận tải,7840101TN,Logistics và vận tải đa phương thức (TN)
738,Pháp luật,73801,Luật,7380104,Luật
738,Pháp luật,73801,Luật,FBE5,Luật
738,Pháp luật,73801,Luật,FBES,Luật
738,Pháp luật,73801,Luật,7380107_501C,Luật
738,Pháp luật,73801,Luật,7380107H,Luật
738,Pháp luật,73801,Luật,TLA302,Luật
738,Pháp luật,73801,Luật,7380101_02,Luật
738,Pháp luật,73801,Luật,7380101_503CA,Luật
738,Pháp luật,73801,Luật,7380101_505,Luật
738,Pháp luật,73801,Luật,7380101H,Luật
738,Pháp luật,73801,Luật,F7380101,Luật
738,Pháp luật,73801,Luật,POHE4,Luật
738,Pháp luật,73801,Luật,7380107_502CA,Luật
738,Pháp luật,73801,Luật,7380107HB,Luật
738,Pháp luật,73801,Luật,7380101HB,Luật
738,Pháp luật,73801,Luật,7380101PHHB,Luật
738,Pháp luật,73801,Luật,7380109HB,Luật
738,Pháp luật,73801,Luật,7380101_504C,Luật
738,Pháp luật,73801,Luật,7380101_504,Luật
738,Pháp luật,73801,Luật,7380101_504CP,Luật
738,Pháp luật,73801,Luật,HVN14,Luật
738,Pháp luật,73801,Luật,7380110,Luật
738,Pháp luật,73801,Luật,7380101; 7380101-01,Luật
738,Pháp luật,73801,Luật,LAW01,Luật
738,Pháp luật,73801,Luật,TM29,Luật
738,Pháp luật,73801,Luật,7380101HCM,Luật
738,Pháp luật,73801,Luật,LAW02,Luật
738,Pháp luật,73801,Luật,HQT07,Luật
738,Pháp luật,73801,Luật,TM19,Luật
738,Pháp luật,73801,Luật,7380101,Luật
738,Pháp luật,73801,Luật,NTH01-01,Luật
738,Pháp luật,73801,Luật,7380107_502E,Luật
738,Pháp luật,73801,Luật,7380101CLC,Luật
738,Pháp luật,73801,Luật,TLA301,Luật
738,Pháp luật,73801,Luật,7380109,Luật
738,Pháp luật,73801,Luật,D120,Luật
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101A,Luật
738,Pháp luật,73801,Luật,7380107_502,Luật
738,Pháp luật,73801,Luật,7380107_502C,Luật
738,Pháp luật,73801,Luật,N7380101,Luật
738,Pháp luật,73801,Luật,7380108,Luật
738,Pháp luật,73801,Luật,7380107_501,Luật
738,Pháp luật,73801,Luật,7380101 CLC,Luật
738,Pháp luật,73801,Luật,7380101D120,Luật
738,Pháp luật,73801,Luật,7380101D,Luật
738,Pháp luật,73801,Luật,7380107_A,Luật
738,Pháp luật,73801,Luật,7380107,Luật
738,Pháp luật,73801,Luật,HQT04,Luật
738,Pháp luật,73801,Luật,7380101_01,Luật
738,Pháp luật,73801,Luật,7380101_503C,Luật
738,Pháp luật,73801,Luật,7380108C,Luật
738,Pháp luật,73801,Luật,7380101LK,Luật
738,Pháp luật,73801,Luật,TC7,Luật
738,Pháp luật,73801,Luật,7380107C,Luật
738,Pháp luật,73801,Luật,7380101PH,Luật
738,Pháp luật,73801,Luật,7380107_C,Luật
738,Pháp luật,73801,Luật,7380101_503,Luật
762,"Nông, lâm nghiệp và thủy sản",76202,Lâm nghiệp,7620201,Lâm học
762,"Nông, lâm nghiệp và thủy sản",76202,Lâm nghiệp,7620201G,Lâm học
762,"Nông, lâm nghiệp và thủy sản",76202,Lâm nghiệp,7620202G,Lâm nghiệp
762,"Nông, lâm nghiệp và thủy sản",76202,Lâm nghiệp,7620210,Lâm nghiệp
762,"Nông, lâm nghiệp và thủy sản",76202,Lâm nghiệp,7620201,Lâm nghiệp
762,"Nông, lâm nghiệp và thủy sản",76202,Lâm nghiệp,7620201G,Lâm nghiệp
762,"Nông, lâm nghiệp và thủy sản",76202,Lâm nghiệp,7620205,Lâm nghiệp
762,"Nông, lâm nghiệp và thủy sản",76202,Lâm nghiệp,7620202,Lâm nghiệp đô thị
762,"Nông, lâm nghiệp và thủy sản",76202,Lâm nghiệp,7620202G,Lâm nghiệp đô thị
762,"Nông, lâm nghiệp và thủy sản",76202,Lâm nghiệp,7620205,Lâm sinh
762,"Nông, lâm nghiệp và thủy sản",76202,Lâm nghiệp,7620205LT,Lâm sinh
732,Báo chí và thông tin,73203,Văn thư - Lưu trữ - Bảo tàng,"7320303, 7320303-01",Lưu trữ học
732,Báo chí và thông tin,73203,Văn thư - Lưu trữ - Bảo tàng,QHX09,Lưu trữ học
732,Báo chí và thông tin,73203,Văn thư - Lưu trữ - Bảo tàng,7320303; 7320303-01,Lưu trữ học
732,Báo chí và thông tin,73203,Văn thư - Lưu trữ - Bảo tàng,7320303,Lưu trữ học
722,Nhân văn,72290,Nhân văn - Khác,7229010KT,Lịch sử
722,Nhân văn,72290,Nhân văn - Khác,QHX08,Lịch sử
722,Nhân văn,72290,Nhân văn - Khác,7229010,Lịch sử
734,Kinh doanh và quản lý,73401,Kinh doanh,7340115_410C,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,F7340115,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,7340115K,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,7340115_TH,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,7340115_410,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,7340115C,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,7340115,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,POHE3,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,FA7340115,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,7340114,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,7340115_417,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,7340115_01,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,7340122_TD,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,TM35,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,QHQ06,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,7340115Q,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,7340115_410CA,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,7340115_410E,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,TM04,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,TM05,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,N7340115,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,7340115QN,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,TM28,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,BUS05,Marketing
734,Kinh doanh và quản lý,73401,Kinh doanh,7340115_TATP,Marketing
790,Khác,-,-,7900102,Marketing và Truyền thông
721,Nghệ thuật,72101,Mỹ thuật,7210110,Mỹ thuật đô thị
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,D106,Máy tàu thủy
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,7520122D106,Máy tàu thủy
748,Máy tính và công nghệ thông tin,74801,Máy tính,CN17,Máy tính và Robot
748,Máy tính và công nghệ thông tin,74801,Máy tính,CN2,Máy tính và Robot
748,Máy tính và công nghệ thông tin,74890,Máy tính và công nghệ thông tin - Khác,QHT98,Máy tính và khoa học thông tin
748,Máy tính và công nghệ thông tin,74890,Máy tính và công nghệ thông tin - Khác,QHT90,Máy tính và khoa học thông tin
748,Máy tính và công nghệ thông tin,74890,Máy tính và công nghệ thông tin - Khác,QHT40,Máy tính và khoa học thông tin
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",D128,Máy và tự động công nghiệp
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,7520103D128,Máy và tự động công nghiệp
752,Kỹ thuật,75202,"Kỹ thuật điện, điện tử và viễn thông",D109,Máy và tự động hóa xếp dỡ
752,Kỹ thuật,75201,Kỹ thuật cơ khí và cơ kỹ thuật,7520103D109,Máy và tự động hóa xếp dỡ
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,HVN08,Mạng máy tính và Truyền thông dữ liệu
748,Máy tính và công nghệ thông tin,74801,Máy tính,GTADCTM221,Mạng máy tính và Truyền thông dữ liệu
748,Máy tính và công nghệ thông tin,74801,Máy tính,GTADCTM2,Mạng máy tính và Truyền thông dữ liệu
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480102DKK,Mạng máy tính và Truyền thông dữ liệu
748,Máy tính và công nghệ thông tin,74801,Máy tính,CN8,Mạng máy tính và Truyền thông dữ liệu
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480201D119,Mạng máy tính và Truyền thông dữ liệu
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480102_CLCA,Mạng máy tính và Truyền thông dữ liệu
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480201-1,Mạng máy tính và Truyền thông dữ liệu
748,Máy tính và công nghệ thông tin,74801,Máy tính,CN15,Mạng máy tính và Truyền thông dữ liệu
