url,university_code,university_name,province,region,admission_code,institution_type
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kien-truc-tphcm/,UAH,Đại Học Kiến Trúc TPHCM,Hồ Chí Minh,Miền Nam,KTS,Công lập
https://huongnghiep.hocmai.vn/diem-truong/khoa-giao-duc-the-chat-dai-hoc-da-nang/,UD,Khoa Giáo dục thể chất - Đại học Đà Nẵng,Đà Nẵng,Miền Trung - Tây Nguyên,DDG,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-cong-nghe-thong-tin-va-truyen-thong-viet-han-dai-hoc-da-nang/,UD - VKU,VKU - Đại học Công Nghệ Thông Tin và truyền thông Việt - Hàn – Đại Học Đà Nẵng,Đà Nẵng,Miền Trung - Tây Nguyên,VKU,Công lập
https://huongnghiep.hocmai.vn/diem-truong/khoa-cong-nghe-dai-hoc-da-nang/,UD - VKU,VKU - Khoa Công Nghệ – Đại Học Đà Nẵng,Đà Nẵng,Miền Trung - Tây Nguyên,DDI,Công lập
https://huongnghiep.hocmai.vn/diem-truong/phan-hieu-dai-hoc-da-nang-tai-kon-tum/,UDCK,Phân Hiệu Đại Học Đà Nẵng tại Kon Tum,Kon Tum,Miền Trung - Tây Nguyên,DDP,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-dai-hoc-da-nang/,UED,Đại Học Sư Phạm – Đại Học Đà Nẵng,Đà Nẵng,Miền Trung - Tây Nguyên,DDS,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kinh-te-tai-chinh-tphcm/,UEF,Đại Học Kinh Tế -Tài chính TPHCM,Hồ Chí Minh,Miền Nam,KTC,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kinh-te-tphcm/,UEH,Đại Học Kinh Tế TPHCM,Hồ Chí Minh,Miền Nam,KSA,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-cong-nghe-dai-hoc-quoc-gia-ha-noi/,UET,Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Hà Nội,Miền Bắc,QHI,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-tai-chinh-ke-toan/,UFA,Đại học Tài Chính Kế Toán,Quảng Ngãi,Miền Trung - Tây Nguyên,DKQ,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-tai-chinh-quan-tri-kinh-doanh/,UFBA,Đại học Tài Chính – Quản Trị Kinh Doanh,Hưng Yên,Miền Bắc,DFA,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-ngoai-ngu-dai-hoc-hue/,UFL-HU,Đại Học Ngoại Ngữ – Đại Học Huế,Huế,Miền Trung - Tây Nguyên,DHF,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-ngoai-ngu-dai-hoc-da-nang/,UFLS,Đại Học Ngoại Ngữ – Đại Học Đà Nẵng,Đà Nẵng,Miền Trung - Tây Nguyên,DDF,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-tai-chinh-marketing/,UFM,Đại Học Tài Chính Marketing,Hồ Chí Minh,Miền Nam,DMS,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-hai-duong/,UHD,Đại Học Hải Dương,Hải Dương,Miền Bắc,DKT,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-my-thuat-cong-nghiep/,UIFA,Đại Học Mỹ Thuật Công Nghiệp,Hà Nội,Miền Bắc,MTC,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kinh-bac/,UKB,Đại Học Kinh Bắc,Bắc Ninh,Miền Bắc,UKB,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-khanh-hoa/,UKH,Đại học Khánh Hòa,Khánh Hòa,Miền Trung - Tây Nguyên,UKH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-luat-dai-hoc-hue/,UL-HU,Đại Học Luật - Đại Học Huế,Huế,Miền Trung - Tây Nguyên,DHA,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-ngoai-ngu-dai-hoc-quoc-gia-ha-noi/,ULIS,Đại Học Ngoại Ngữ – Đại Học Quốc Gia Hà Nội,Hà Nội,Miền Bắc,QHF,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-lao-dong-xa-hoi-co-so-ha-noi/,ULSA,Đại Học Lao Động – Xã Hội (Cơ sở Hà Nội),Hà Nội,Miền Bắc,DLX,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-lao-dong-xa-hoi-co-so-son-tay/,ULSA,Đại Học Lao Động – Xã Hội (Cơ sở Sơn Tây),Hà Nội,Miền Bắc,DLX,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-lao-dong-xa-hoi-co-so-phia-nam/,ULSA2,Đại Học Lao Động – Xã Hội (Cơ sở phía Nam),Hồ Chí Minh,Miền Nam,DLS,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-y-duoc-tphcm/,UMP HCM,Đại Học Y Dược TPHCM,Hồ Chí Minh,Miền Nam,YDS,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-quan-ly-va-cong-nghe-tphcm/,UMT,Đại học Quản lý và Công nghệ TPHCM,Hồ Chí Minh,Miền Nam,UMT,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-kinh-te-ky-thuat-cong-nghiep/,UNETI,Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Hà Nội,Miền Bắc,DKK,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-the-ducthe-thao-tphcm/,UPES,Đại Học Sư Phạm Thể DụcThể Thao TPHCM,Hồ Chí Minh,Miền Nam,STS,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-phan-thiet/,UPT,Đại Học Phan Thiết,Bình Thuận,Miền Trung - Tây Nguyên,DPT,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-khoa-hoc-va-cong-nghe-ha-noi/,USTH,Đại Học Khoa Học Và Công Nghệ Hà Nội,Hà Nội,Miền Bắc,KCN,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-tay-bac/,UTB,Đại Học Tây Bắc,Sơn La,Miền Bắc,TTB,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-giao-thong-van-tai-co-so-phia-bac/,UTC,Đại Học Giao Thông Vận Tải (Cơ sở Phía Bắc),Hà Nội,Miền Bắc,GHA,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-giao-thong-van-tai-co-so-phia-nam/,UTC2,Đại Học Giao Thông Vận Tải (Cơ sở Phía Nam),Hồ Chí Minh,Miền Nam,GSA,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-ky-thuat-dai-hoc-da-nang/,UTE,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,Đà Nẵng,Miền Trung - Tây Nguyên,DSK,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-su-pham-ky-thuat-hung-yen/,UTEHY,Đại Học Sư Phạm Kỹ Thuật Hưng Yên,Hải Dương,Miền Bắc,SKH,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-giao-thong-van-tai-tphcm/,UT-HCMC,HCMC - Đại Học Giao Thông Vận Tải TPHCM,Hồ Chí Minh,Miền Nam,GTS,Công lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-cong-nghe-va-quan-ly-huu-nghi/,UTM,Đại Học Công Nghệ và Quản Lý Hữu Nghị,Hà Nội,Miền Bắc,DCQ,Dân lập
https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-cong-nghe-giao-thong-van-tai/,UTT,Đại học Công nghệ Giao thông vận tải,Hà Nội,Miền Bắc,GTA,Công lập
