university_code,university_name,major_code,major_name,subject_group,point,note,year
HNUE,Đại Học Sư Phạm Hà Nội,7460101B,Toán học,"A00, XDHB",28.25,Toán: áp dụng với học sinh trường chuyênHọc bạ,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140209B,Sư phạm Toán học,"A00, XDHB",29.8,Toán: áp dụng với học sinh trường chuyên.dạy bằng tiếng AnhHọc bạ,2021
HNUE,Đại Học Sư Phạm Hà Nội,7220201,Ngôn ngữ Anh,"D01, XDHB",101.6,"Toán, Văn, Anh (nhân đôi: áp dụng cho thí sinh có chứng chỉ ngoại ngữ)Học bạ",2021
HNUE,Đại Học Sư Phạm Hà Nội,7140231,Sư phạm Tiếng Anh,"D01, XDHB",105.8,"Toán, Văn, Anh (nhân đôi): áp dụng với học sinh trường chuyênHọc bạ",2021
HNUE,Đại Học Sư Phạm Hà Nội,7480201A,Công nghệ thông tin,"A00, XDHB",61.65,"Toán, Lí, HóaHọc bạ",2021
HNUE,Đại Học Sư Phạm Hà Nội,7420101B,Sinh học,"B00, XDHB",24.95,Sinh≥7Học bạ,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140218C,Sư phạm Lịch sử,C00,71.25,"Học bạVă, Sử, Địa",2021
HNUE,Đại Học Sư Phạm Hà Nội,7140246A,Sư phạm công nghệ,"A00, XDHB",40,"Học bạToán, Lí",2021
HNUE,Đại Học Sư Phạm Hà Nội,7140114C,Quản lý giáo dục,C20,26.75,Điểm thi TN THPT. (TTNV <=3),2021
HNUE,Đại Học Sư Phạm Hà Nội,7310201B,Chính trị học,C19,20.75,Điểm thi TN THPT (TTNV <=9).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7480201A,Công nghệ thông tin,A00,22.15,Điểm thi TN THPT (TTNV <=9).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7810103D,Quản trị dịch vụ du lịch và lữ hành,D01,23.95,Điểm thi TN THPT (TTNV <=9).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7460101B,Toán học,A00,23,Điểm thi TN THPT (TTNV <=7).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7229030D,Văn học,"D01, D03, D02",25.4,Điểm thi TN THPT (TTNV <=7).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7420101B,Sinh học,B00,16.71,Điểm thi TN THPT (TTNV <=6).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7760103C,Hỗ trợ giáo dục người khuyết tật,C00,17,Điểm thi TN THPT (TTNV <=6).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140246C,Sư phạm công nghệ,C01,19,Điểm thi TN THPT (TTNV <=6).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140218C,Sư phạm Lịch sử,C00,27.5,Điểm thi TN THPT (TTNV <=6).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140114D,Quản lý giáo dục,"D01, D03, D02",25.7,Điểm thi TN THPT (TTNV <=6),2021
HNUE,Đại Học Sư Phạm Hà Nội,7140218D,Sư phạm Lịch sử,D14,26,Điểm thi TN THPT (TTNV <=5).,2021
HNUE,Đại Học Sư Phạm Hà Nội,7140219C,Sư phạm Địa lý,C00,27,Điểm thi TN THPT (TTNV <=5).,2021
